time,Addis_Ababa,Bahir_Dar,Dire_Dawa,Hawassa,Jigjiga,Mekelle
2013-01-01 00:00:00,0.012723547640677445,0.022968284059691927,0.0238531499500426,0.03734916628431457,0.3726672666204496,0.019158770206998674
2013-01-01 01:00:00,0.009249368469571442,0.018554459403824237,0.02145129504937839,0.034600388950508466,0.36806806682239945,0.013742923510833213
2013-01-01 02:00:00,0.007008483925251985,0.015166941381512854,0.021053191353281424,0.03140976402389514,0.3506814184231246,0.010119757553580628
2013-01-01 03:00:00,0.005180822198657125,0.012424394027313119,0.020643925681177157,0.02805433154608287,0.32670043242534497,0.00828474232626315
2013-01-01 04:00:00,0.004398123880368419,0.011307507356224126,0.02085063419116093,0.024511435797116506,0.31465408530678957,0.00691910327036459
2013-01-01 05:00:00,0.0024654140856235265,0.010841714354516483,0.017009520186858352,0.01528055051054865,0.24060356448564485,0.005222891475730028
2013-01-01 06:00:00,0.001830748894212428,0.005368801292017917,0.016349977040771256,0.02696936928600382,0.337466036749596,0.0028070182305203403
2013-01-01 07:00:00,0.0058167958717092755,0.006922123926963384,0.024771586775355292,0.04370706814028836,0.42356238963495324,0.0036652066195218013
2013-01-01 08:00:00,0.015478890531991453,0.011309823244102825,0.039742954230550596,0.044331572941300475,0.4442252283730854,0.0032921970906234777
2013-01-01 09:00:00,0.020407094158578706,0.00820309629379644,0.05598820930139575,0.03755569268051213,0.4282736880475772,0.0016049684053873069
2013-01-01 10:00:00,0.02115085414614929,0.0036846716679878816,0.05515888898566593,0.03094004218253339,0.3621735708868418,0.0008591279701498089
2013-01-01 11:00:00,0.026084099558011553,0.0028447504346223455,0.06795487758902782,0.02889846507219442,0.3474933340283054,0.002038074175543904
2013-01-01 12:00:00,0.03205170488799945,0.003174357110573247,0.08003109294613986,0.028526958969376317,0.34668457737833314,0.0034031408757413534
2013-01-01 13:00:00,0.04223112980800741,0.006203071565483364,0.09438012260326283,0.03062411354698953,0.3658329890154295,0.005887745744090803
2013-01-01 14:00:00,0.05528462291606621,0.014502900271183092,0.11194507740323684,0.03347206085559282,0.385691556359671,0.009176321743188033
2013-01-01 15:00:00,0.05760992661150359,0.024496551143976506,0.13432559295957994,0.03776187396352397,0.3767202496154704,0.019677073410225995
2013-01-01 16:00:00,0.05581930428584658,0.03735207948108631,0.16624017763647791,0.049076397598574614,0.4442536195216302,0.03174699238527384
2013-01-01 17:00:00,0.04415565110905296,0.05166129076419317,0.17771104497857598,0.06046936235074337,0.5165120396107069,0.04237186505868542
2013-01-01 18:00:00,0.03486120655261631,0.06206284227361345,0.16277348858109295,0.06313168237358498,0.5628955994514934,0.04679062060478481
2013-01-01 19:00:00,0.027899712706193805,0.06107594105664413,0.14453239966039733,0.061592375946944056,0.587714082491868,0.04720549477781958
2013-01-01 20:00:00,0.02346742820970201,0.05543149768044926,0.13068930184399688,0.06124613900294692,0.6154680040602789,0.047925455394150725
2013-01-01 21:00:00,0.01879628580395226,0.048862216014359666,0.1112426761200035,0.06041631422971497,0.6244356572482451,0.047361201354541915
2013-01-01 22:00:00,0.016455637698196485,0.0380060060353622,0.0892333857586187,0.0650609967898599,0.6057314333118434,0.04562712513639142
2013-01-01 23:00:00,0.012946474714008635,0.03580823666615463,0.07158087820831527,0.058473066699196746,0.581035973528213,0.038359250705645484
2013-01-02 00:00:00,0.00970577552679732,0.034427721993154775,0.06477321145585554,0.058997577438748436,0.5489550213824325,0.02926034405526157
2013-01-02 01:00:00,0.0072881042263460444,0.03143290591066509,0.061664928599765974,0.056844688644889806,0.5259895701628902,0.021338097612165326
2013-01-02 02:00:00,0.005886173554180214,0.026490381991879235,0.05946194318751489,0.04902593358935812,0.5223528224239945,0.01660789958838942
2013-01-02 03:00:00,0.005314739322991748,0.02170601003518872,0.055333340813104606,0.04034520600826465,0.5150739560386147,0.014268072655621985
2013-01-02 04:00:00,0.005852566092827001,0.018711771041111692,0.05371980665441441,0.03606073924918163,0.5051471222201803,0.013381774451427596
2013-01-02 05:00:00,0.004866898698037725,0.015021729604589864,0.034059688644947676,0.023224800398511155,0.42013275009617557,0.01053204367939293
2013-01-02 06:00:00,0.004340801214758422,0.00769963675723677,0.056723030247028114,0.0380688043547781,0.5271274389140821,0.006231073400110657
2013-01-02 07:00:00,0.011105616294824662,0.009198587496728904,0.09346950427630075,0.05004758992250372,0.5899630187406703,0.006460031139312541
2013-01-02 08:00:00,0.020121049054346175,0.01188883681301496,0.114311768281632,0.056970615331718245,0.592729979141852,0.006521176428564503
2013-01-02 09:00:00,0.029814639075191388,0.010955915360787863,0.1263821869725315,0.0610485263071769,0.5566350874799488,0.004956372670063466
2013-01-02 10:00:00,0.03897485938070121,0.009869638174178784,0.10830191223794375,0.05482294072800572,0.4578088967881823,0.00585377224945067
2013-01-02 11:00:00,0.05564136674864909,0.017621810039464506,0.12838882342395708,0.059187020742042344,0.43511050623880915,0.014607551235026026
